商品名,カテゴリ,AmazonURL,AliExpressURL,マッチング精度,Amazon価格,Amazon型番,AmazonEnglishTitle,AliExpressTitle
UGREEN US316 USB-C & USB-C ケーブル 100W 1m/1.5m/2m/3m,ケーブル,https://www.amazon.co.jp/dp/B07V78HMDQ,https://s.click.aliexpress.com/s/NdpwztbAIgDMmxGbP8fFks7yUFfsHjzlImSYmA68h7xlMRgzueFsRgokQ9f9hcpVKttxtQE2VzIoqkXJXrpOr6uR3zv7mP4CDO9CddoFf4t0QE5DXPy8Pgjhz4irfQSEjEGUmy5yF3A5gJ9h3NYjLMgqIMqa3zcpq5E2BC3W5EbV40Dm9buQxWpZzw1lbX8Zm2kZtNIa4KyDieNjsH7IU6Yv8StELKVvT9r4eFAaXPGhwHsgaDqdNcmY116r3GC2YvsOopeiiZPhJrV0cwgOQDSkW93v7gVKDqPkXyZF1oSWa6wSAOeznMFVlVZDMeVtc8ujMID5oiN4Kh5O4q5G3N4679KKbE8GJ76tTROgS4Nc2u9ZqUsoHJt2LnOVXvEjoVT3a9PKZrZIsHcfzSdcsWUWUmH6DCrILKAlsVYwxPzloOG9zjFDUZqxPoRPYspjrWe0reWkiFP230nh0mqtBGeklM6eQzy9m2aBRUvI7MTBRfiVQ2LkpTK13O2yMtaXkTgP0NpoMPaQ8D66G9c1XnsKsbmoy7tzFqp6ojzhHXnqRfM8li7Mv8GrKirqaoQ3g3qzpJIk8rQgDYqbxvY0TRC4zTWLjABrIS4r8o5UtPqPp20YcQITEoQA63pNJXxO7HZyAk92nO7waaiQqr49A8Gs0XKt5zPgZlFYeCuY4hKbS5R95pKQZ2ax6wRIFx4rXXkm5iWqQI6KWY2Ma2fDxNdGdfQsttCEeO0l7fOrc2hg9oaRHl2yUDiofcax239WoaDooojRXwIjLGc4sQqeIA0DNaIn2eA886hGhTnIZzt59PgEe0BcO66AvTkW601YDHbBS5KMvo4LK6aEE5nUKvU5vaOMzJoZG2YZO6Z52eGULHwPNVqqjrX3o6iY1BPaF39Orj4gzsl14b9AWRY7diXZtRVqEuRm7XboYvwiAymvZcrB3McihuiWVxgQCXOy93EsVMZLk0KYSygcSBqn7dwT6IJWqI87Aaz2OnhOzBrcX,medium,¥788,,"UGREEN USB Type C Cable, PD Compatible, 100W/5A, Ultra Fast Charging, Nylon Braid, Disconnection Prevention, Compatible with iPhone 17/16/15 Series, iPad, MacBook Pro, Galaxy S24, Matebook, Xperia",UGREEN 90 ° 直角USB C to USB Cケーブル PD100W iPhone 17 16 Samsung S25 Xiaomi 5A急速充電QC4.0 Type Cゲーミングコード
UGREEN US334 USB-C & USB-C L型 ケーブル 100W 1m/2m,ケーブル,https://www.amazon.co.jp/dp/B083Q4SHPT,https://s.click.aliexpress.com/s/NdpwztbAIgDMmxGbP8fFks7yUFfsHjzlImSYmA68h7xlMRgzueFsRgokQ9f9hcpVKttxtQE2VzIoqkXJXrpOr6uR3zv7mP4CDO9CddoFf4t0QE5DXPy8Pgjhz4irfQSEjEGUmy5yF3A5gJ9h3NYjLMgqIMqa3zcpq5E2BC3W5EbV40Dm9buQxWpZzw1lbX8Zm2kZtNIa4KyDieNjsH7IU6Yv8StELKVvT9r4eFAaXPGhwHsgaDqdNcmY116r3GC2YvsOopeiiZPhJrV0cwgOQDSkW93v7gVKDqPkXyZF1oSWa6wSAOeznMFVlVZDCHMKRsK5dSOY67wrGLW1qyJxD1hPE6SxdavNNJEF5ktwOXhmlUSsaZkFLmgnprqMhkzJNtHrg4BipMQzMJzJFKbx5GuV15ZwARTQIRGM8dIefC4WDyvSlax9oW9kMNDYnaazekcthQECli3EmVaIUyB9stCVQvs496mAnXq1MMwPOIMk9ya5a1CSmXpfgDnZqotdVBeCNXi1D1UE9N2sWdh135dmio85z8qu4t63d3qhIjPXU0jlsedpsaJRnXMRtZkCQPxlqqmFi4mRqzS2WN3lD2iH6p1qj9XRubeefpfAToFFY35ifP0lWout2WujO0LDhNJZIiBZrVzvh3iW1We03xypW6ItbtoT3JXdkIjki5ODfxPsbuD7HprHbOjeryGKfBJVzfM1fYoXbpHtAQBeZxcq8zelis13thyycYVjlEXd3RNxFq15Lps5kj36jrOwzXzBtja4VsE3fJfmn53NCfxwEqgzGab8y8I7AoE280KXdd9gcZ3Ivkoo9M2SNsKYX8VN4RLRHZHT8iZQymgdat7NMPV2PhPx7lg78tAyU3YKAGR3ywobxWHEPi2sbNC8TjAXbbC5tk6NVzlLqvaQCMcvKl9C8vxiwx3cvD3ixJRa50OZDzlKwZz81CjmaZ671LWD3TLHgESCDJW5uQLXoYgH1pzux8ZG5J78MuGLoTFDh,medium,"¥1,110",,"UGREEN USB C Cable, L-Shape, 100 W, USB Type-C iPhone Charging Cable, L-Type, PD/PPS, Fast Charging, Data Transfer, Type C to C Cord, High Durability, iPhone 17/16/15 Series, Compatible with USB-C",UGREEN PD100W USB Cケーブル タイプC to タイプC ノートパソコン iPhone 17 16 MacBook Samsung S25 iPad 急速充電ケーブル QC4.0 PD3.0対応
UGREEN US335 USB-C to USB-C 両端L字急速充電ケーブル 100W 1m/2m,ケーブル,https://www.amazon.co.jp/dp/B083PP7PSS,https://s.click.aliexpress.com/s/NdpwztbAIgDMmxGbP8fFks7yUFfsHjzlImSYmA68h7xlMRgzueFsRgokQ9f9hcpVKttxtQE2VzIoqkXJXrpOr6uR3zv7mP4CDO9CddoFf4t0QE5DXPy8Pgjhz4irfQSEjEGUmy5yF3A5gJ9h3NYjLMgqIMqa3zcpq5E2BC3W5EbV40Dm9buQxWpZzw1lbX8Zm2kZtNIa4KyDieNjsH7IU6Yv8StELKVvT9r4eFAaXPGhwHsgaDqdNcmY116r3GC2YvsOopeiiZPhJrV0cwgOQDSkW93v7gVKDqPkXyZF1oSWa6wSAOeznMFVlVZDGrpGwPn0yXvHbVFfJh6pzPurbDZNh4erOxSZXyyBAI7PObZB079iBbTPQAHSvPGKRmpGPe9MszSAOROg6ukBf6cGxkAJZ4c59scYIGv4lZNoLOBZjqycmy8onnzZZrZ0eWtRsB3JflGThuhwgguwtnXIVRGwkxERweFd79p3zyKbnBkTeGEM7SLgYBhyyRtkJLnct69I6Mlclflp6Kd3lbHMlRy2swgKRTigZALzqMCaDuA9X87fg2Ijuy3qxuuLHFLGRWeBkFO8fS9808vaFtRPokZsStzdtOXLZEoGIuo4JNwUgg8wMJWaLo4XDFv4ZIXxS0Lt0ZwM6S2LnBFbtLxbpX6CoCLyvP1dUqAfZA1Beouw8eLoQjDyXcMCpkBGWRlV4XDvGDZxkyji9f9BZUH2fw58FyeJXOeqMGVBthf2EZNhetfB7HMoQRi25Y22QIurtoh5Wu08LiaCP6a0mTDotTa4dyW4QDYrQA0IFNFX3GgdCa4Aa3msGKm2tS6PtwfB4mV0qObo2OJdYrBOM75MAEyQRfT6JiOG7QcWWjCMR1Xt0Cgd8gIRIWXZnNXrSUmDKHFBwOGkc1W2JTRg4TeOAkedXFFKzCBTJOHDGHRCuXnTtUesI0XHLrt9Ya9lbwLNeoNu0spscOcUEVrkBn7g9zVhMxRynp1Ax7HIpYOZwgopH,medium,"¥1,521",,"UGREEN 90 Degree USB C Cable, PD 100 W/5A Rapid Charging, 3.3 ft (1 m), Nylon Braided USB to C Cable, iPhone 17/16/15 Series, Compatible with USB Type-C Devices such as MacBook/iPad/Chromebook/Pixel/Galaxy/Switch/Drones",UGREEN 磁気USB C to USB Cケーブル PD100W Type-Cケーブル MacBook ノートパソコン iPhone 17 16 Samsung S25 24 iPad 急速充電コード
UGREEN US557 USB-C & USB-C 革新素材ケーブル 100W 白 1m/2m,ケーブル,https://www.amazon.co.jp/dp/B0BGGR67CL,https://s.click.aliexpress.com/s/NdpwztbAIgDMmxGbP8fFks7yUFfsHjzlImSYmA68h7xlMRgzueFsRgokQ9f9hcpVKttxtQE2VzIoqkXJXrpOr6uR3zv7mP4CDO9CddoFf4t0QE5DXPy8Pgjhz4irfQSEjEGUmy5yF3A5gJ9h3NYjLMgqIMqa3zcpq5E2BC3W5EbV40Dm9buQxWpZzw1lbX8Zm2kZtNIa4KyDieNjsH7IU6Yv8StELKVvT9r4eFAaXPGhwHsgaDqdNcmY116r3GC2YvsOopeiiZPhJrV0cwgOQDSkW93v7gVKDqPkXyZF1oSWa6wSAOeznMFVlVZD4u2uXEvcdBI79D4h7BaQSEZvSze5BLVzIf8H6pPhid2XLYOT0d163p1SVRJSRddGlxffOGVXDA3jxPJIV5vxw8tkycKJTPYTIyUwkMJF3HKYxwTezmuaF622MWaV09a5l4tTjTv5YCilMWYhY8USmPVvE8L35PCDI7wKPKBr1JtgpN8sB25feinyqC44K50zj6Mf1pEPuirLYUS3yDyeHUWSsOvrOtztxRTABxl9PfNCRbfJW6vzBDB4HVA1BlyVA5ktdZk9DkqxlN1GXsucehd0ZwwKha5AbXD76JWyIlqM7gDyOtWvUfVWcrrCf2wjAo8CiyD95jPWysrDHhu9Pje6CZBqmQSekgubtBTWZr5VHe27DHbY4csTam2DmjRO7bq6uSD9MAvfy4hjxtM60g05pfulEIDl1GAOcQ0lRKAi5wB0q0QAY9kXL9TPaTpXX7IkrSbZ00RsSY95asgIzocUJg7x1Ygk9yQ8fpl8hd8ui9wRs3M9T0hRZiBkwQm905alLU3qU79wSREt6TQR3xuXBSuecLtWPhGA2uYCRz2cxOVxQvotGrmcAXm1Q0lsLVH4VmBWGgYt6fvORqOrL18Hx24mzbN50BxyNHY27xLHXkWwHxcfcsE1YBi3XF3YQTnWWR3Lf3gIuOVEvLNX8PsWzaTc5so6AiNBM8EBUjwGqXQJ1,medium,,,,UGREEN PD100W USB C to USB Type C ケーブル iPhone 17 MacBook Samsung S25 Xiaomi対応 急速充電ケーブル USB C ケーブル 充電器 USB 5A
UGREEN USB C to USB Cケーブル PD対応 100W/5A急速充電4K / 60Hz映像出力 10Gbps,ケーブル,https://www.amazon.co.jp/dp/B082X5QY91,https://s.click.aliexpress.com/s/NdpwztbAIgDMmxGbP8fFks7yUFfsHjzlImSYmA68h7xlMRgzueFsRgokQ9f9hcpVKttxtQE2VzIoqkXJXrpOr6uR3zv7mP4CDO9CddoFf4t0QE5DXPy8Pgjhz4irfQSEjEGUmy5yF3A5gJ9h3NYjLMgqIMqa3zcpq5E2BC3W5EbV40Dm9buQxWpZzw1lbX8Zm2kZtNIa4KyDieNjsH7IU6Yv8StELKVvT9r4eFAaXPGhwHsgaDqdNcmY116r3GC2YvsOopeiiZPhJrV0cwgOQDSkW93v7gVKDqPkXyZF1oSWa6wSAOeznMFVlVZeSK4XONWjq70TEJ6Qtd4WmTL312xubUTeEJcoFgK06V5vETx3yKqcDEJj8bWYywBII32x8Mn9BYJc44jxgUUsIe1FaXAj2u0ZtNJnRPvyDMCZxoJgggkSzSWCkUy9TnoFY2RCKupINOVnoIm4QaqGMzfmPKIQHQkq84t7IEaU3XKL64SumB9nvDEZtokwNgMPP1niyXBF7pNqbXKzWnfp8ZPCYPfH6t6xN9W1vGkJyi7ZJqnJUPrI7PdSS6FExRN3BTr7OihvkC7uhBNJTnCAWP61nUDpSxWNaXlTFOCoZYde5qC1CyYxKVrQT0FGQKbYsozgFJvhPC6jG9nJ2z2vLIa4XB8OWjmvxomgaP8SfZEUjZE3bI8yO2sod4DIt87pWqiBWVh1nuTHomyW0IgRvfYyX1pOWEGcohGk1MHn2nkdQjBEwPyGCoI71lhjBTMFwjGVZIiUD2DRL17W4e3NUwgtUuE9zUhuMt6Qo5oDWdnjwaFmgcaYHkRuVjkhT1f1wWs1P6QAvJ1TztsvdMP7qk9XPbyuVnpPNiR1j3zDzC70Jpa4kPH6OBLIhyfxshXILnUic32xelbxIwwxJDKcWjhlB1nG3et2rLO8pPrrj1zcZpx79KkyFva7ya2YGzHNjfesu5RTknUpZlPHKYEW1kHQ3wRvtD0u9swy2aMn5G6IyRDfd,medium,"¥1,974",,"UGREEN USB C Cable, 240W/5A Type C Cable, USB 3.2 Gen 2 Compatible, 4K / 60Hz Video Output, 10Gbps, High Speed Transfer, Video Output, PD3.1 Rapid Charging, Type C Cord, Compatible with Various Types of iPhone 17, MacBook, iPad, Galaxy S24, 3.3 ft (1 m)",UGREEN フル機能USB Cケーブル USB3.2 Gen2 10Gbps PD240W急速充電 4Kビデオ対応 ナイロン編み込み PC MacBook Samsung iPhone 17対応
UGREEN USB Cケーブル超急速充電 PD3.1 240W,ケーブル,https://www.amazon.co.jp/dp/B0BHY76Y1K,https://s.click.aliexpress.com/s/NdpwztbAIgDMmxGbP8fFks7yUFfsHjzlImSYmA68h7xlMRgzueFsRgokQ9f9hcpVKttxtQE2VzIoqkXJXrpOr6uR3zv7mP4CDO9CddoFf4t0QE5DXPy8Pgjhz4irfQSEjEGUmy5yF3A5gJ9h3NYjLMgqIMqa3zcpq5E2BC3W5EbV40Dm9buQxWpZzw1lbX8Zm2kZtNIa4KyDieNjsH7IU6Yv8StELKVvT9r4eFAaXPGhwHsgaDqdNcmY116r3GC2YvsOopeiiZPhJrV0cwgOQDSkW93v7gVKDqPkXyZF1oSWa6wSAOeznMFVlVZeNx6ftusxib2yKOSrmBtetFCMdgdqKItQNls3ruV6zbJ4v0Usd2xsMuQv0FzUOCKnBjUstlyymoHlxNhV3IqrzLRse5wP633jBLiwbA8DToRioBlwZvpGZbBqeTGbhNVcqurK0MPgzDvHfiEBkESDhSnD6Ge5zrEz90TkvmJe0PvzLnvpoQIHzvKwspVRPD7WgrBvXM7dTHSPVy0MndCim6uucxgAev7ClGiKTn6fDyX7A50cLKSDPpAXkHybauU2JWbxO161hW5JQzZyvu1fUUa2Ve8D8YtjhWvcXOx0ZXWl2X8K9NAh8rtAJKl32riJIgWXX9ZAa1xPw674pR0U1hPb5fAXlST8dI8z3HLh450KAUu1aQsJCJUoXymLah4eVxOq7SFBB1gCqth59uCcCbqWpeHWoPG4LHzZQaA7tySSpoQCbqT1HEqC9zAHC2QfF5t4OnTQqym9diARtgA4uLhQgxQskdHnfzJXJQWiQEDwDv03kzrKPCwqfN8dqkXTWwFuxMifyuHK0QyWEkPeQ5eVNpayxHI3v2yIcfODEiWKYaLo05ibcjBwtYyYFqhzbC3MGVb07DDVJBjVLUH8YJXAXWjNIuKXOpWUq8wIRHShzzcfAY5rsUKQjoUACwMVEOzdblRnBvVU3F3qX7KDpb0miYnHvBxxRfrriNXxLkISUp0T1,medium,"¥1,338",,"UGREEN PD3.1 240W USB C Cable, Ultra Fast Charging, USB Type C Cable, Heavy Duty Nylon, Compatible with iPhone 17/16/15 Series, MacBook Pro, iPad mini, Matebook, iPad Pro, Xperia, Galaxy, and Other Type C Models (3.3 ft (1 m)",UGREEN PD 240W USB C to USB C ケーブル PD3.1 急速充電 MacBook ノートパソコン iPhone 17 16 iPad Samsung S25 S24 5A PD充電ケーブル
UGREEN USB Type C ケーブル USB A to USB C ケーブル,ケーブル,https://www.amazon.co.jp/dp/B07PP2RB25,,low,¥543,,"UGREEN USB Type C Cable, USB A to USB C Cable, Nylon Braided, 3A Rapid Charging, Quick Charge 3.0/2.0 Compatible, 56K Resistor, Compatible with iPhone 17, Galaxy S24, Pixel, Google, Xperia, LG and",
UGREEN USB-C Lightning ケーブル,ケーブル,https://www.amazon.co.jp/dp/B07PYP57TQ,,low,"¥1,039",,UGREEN USB-C Lightning Cable [MFi Certified PD Compatible 1M] Fast Charging Lightning Cable High Durability Nylon Braid Compatible with iPhone 14 / 13 / 12 / 11 / X / 8 Plus and more,
UGREEN USB-C to USB-C ケーブル 100W 原神モデル,ケーブル,https://www.amazon.co.jp/dp/B0DK8ZN79Y,,low,,,,
UGREEN USB-C to USB-C 高耐久ナイロン編組急速充電ケーブル,ケーブル,https://www.amazon.co.jp/dp/B0BGGR722P,https://s.click.aliexpress.com/s/NdpwztbAIgDMmxGbP8fFks7yUFfsHjzlImSYmA68h7xlMRgzueFsRgokQ9f9hcpVKttxtQE2VzIoqkXJXrpOr6uR3zv7mP4CDO9CddoFf4t0QE5DXPy8Pgjhz4irfQSEjEGUmy5yF3A5gJ9h3NYjLMgqIMqa3zcpq5E2BC3W5EbV40Dm9buQxWpZzw1lbX8Zm2kZtNIa4KyDieNjsH7IU6Yv8StELKVvT9r4eFAaXPGhwHsgaDqdNcmY116r3GC2YvsOopeiiZPhJrV0cwgOQDSkW93v7gVKDqPkXyZF1oSWa6wSAOeznMFVlVZD9lbSahEni1xjfFSr0GL5Am41MBC3bDcvEliepWDYh91F0KUWR4ntdxr1hOSHkFBksOcrrOCtdbYMevgT0d6TgTQPC7kkbjDjpkYgRcYBPaw3d99dfDkv2BX4qyDNCt4n2L1o6lrjjiqv9rgB8AHZVW7oVd6mKkyjkJHdrkhqWAaCwG4RbyXdtG7VRQT98QDBQPJCUrF5zRenzLlunPdWWbLRkasOomcmGwQpd9vlMejP2ArgD8sSz7wcORLFWkdzXWdFnvwRezLFCpzk2CWcAb5oN9bB1q73byEE0mEwaShQq9w3uP1GLQE6rjUjmtdCp5Z3nYIvT7RodR9VC5cJjGRtqGRW5hleH1pMgw7K6nrdbanxHRw7U7PsVJh4UmFkK1IlmQjhVzWVyOd0fwQ3IrhajMmAIyUTzqtIRcpXBAisIyjuMra2K237lpgz0mHD9ZNHqhg9DAwNlkkLl5oGW5iYHZSaCScn2cGXdCVCn9kb6asdmDBKb1GBWxkwJXknC1lXda1gWieOD9zQebXJFclesLDeAnPa9p0U5GajHNdnynxRNLHQ3uK4GhaNxuZINm3He4gQzrHteGZS6fZH1ZDrL1WmoIe01WNBbEQ4bdl61t7gJL3Mq0Tldj6dVlKpvJf8aAGj927030r20MSKJph0IyZ2BtKMvhZ3fipdSdYWxyUUx,medium,,,,UGREEN格納式PD100W USB C to USB C充電ケーブル iPhone 17 16 Samsung急速充電データコード タイプC充電器ワイヤー
UGREEN USB-C ハブ 9-in-1,USBハブ・ドック,https://www.amazon.co.jp/dp/B0B5GSY8DX,https://s.click.aliexpress.com/s/pyFri10M6ltAv61YZY9TfrxiDaaFXRreuZWJMeLtD8jig1wPxn51K2eq59ds8iT5Wl5L3w5KJyrl7SjOO3B0oJ0Xjwnc7n8AQA7gf5qnT4sCyU05LNms9JvyWQNFHNKtzBcoBpSguMg3UBR1FOODkmGTloXosMhqhnKgzzuJPYPxewVvzupiAiKSJA5SK0iQRxmaQ7UPG0AP2HC7uLitVpvXIfjMl7RnsnN7B8FrGfP9TWP7emQeaXV90Bp9fLEiLeKHsRf9R2jgKD32Axm5na4bRJdkhGVyv3GcDgMjmYrrZWinWctR9gnPwA4m1WF6nfW4kYtwhVESGOH3PXwICWZHEhfsmVQYhph2xgYVMv3PYxRisY7OqAzx61KfnBEIpMS5FoFAki3KTtWPrg6GvedjZqkkwIqneLswVNXYg7j7cXo5xH05v9CN0sIbDMoL5rOFjd7MfAS2Y5I9TBocmMhQNAbN9yQJhPd9gGx2XFk8q281Fvjnmhrr2crbWs7h4vmMXAxQZCEJJq3r4cCM151F4V4fT03MKypmcQ6dxTDsaJWDqzaENqzSXFSSa5X3Rw4SiK9rgNIjjea2BDt4qVUrSXLyYVKiCHGpebunrhNGN6hTeNv8wjgtA7cx8sV0flToXbxhRoxjWXz8amtQE8o30KCL1iuZwVWuu3Rae2mmxTw4hxBUhNw0ROV5kBqppUWd8ECofs2L7KZDv39vXUjtMm2YTHPv3dmMajIbqExoQ18vJPX3RwKLjK3KC18qiaLEygLYpUKiGvKE8gIcTNQ8FzpvQSxuTu92bmn6EmF3TxyKPyjMdLOWUvRgOWgNLvX3wViFk4MkTraRUKb2CEBYKjyF368PGHkjkSWQSIIFRbapS3y02koec8b50NpFSmFXwNv7kPBg4T9b1dB7mXZZGxi9rUFMWuP127UBcOuykME6FYZI0xQ19mhCsyP8Pzh0XF72P8vQQzjJkx1Yav29hK8utronpY36vknuWTgY8BSS32xymiCcmZhebHkw2b35XbmN,medium,,,,UGREEN 4K60Hz USB C ハブ 9-in-1 Type-C to HDMI PD100W 2xUSB-A&C ポート RJ45 SD&TF Macbook Pro ラップトップ USB3.0 スプリッター ドッキング用
UGREEN USB-C ハブ MacBook Pro / Air専用 6-in-2,USBハブ・ドック,https://www.amazon.co.jp/dp/B087TSQR6X,,low,,,,
UGREEN ソーラーパネル 100W SC100,ソーラーパネル,https://www.amazon.co.jp/dp/B0BFWLB8MN,,low,,,,
UGREEN ソーラーパネル 200W SC200,ソーラーパネル,https://www.amazon.co.jp/dp/B0BFWKXWH7,,low,,,,
UGREEN ポータブル電源 PowerRoam600 (GS600),ポータブル電源,https://www.amazon.co.jp/dp/B0BHMP6TVM,,low,,,,
UGREEN ポータブル電源 PowerRoam1200 (GS1200),ポータブル電源,https://www.amazon.co.jp/dp/B0BHL5RQRP,,low,,,,
UGREEN ポータブル電源 PowerRoam2200 (GS2200),ポータブル電源,https://www.amazon.co.jp/dp/B0C5CJGDJP,,low,,,,
UGREEN モバイルバッテリー 20000mAh,モバイルバッテリー,https://www.amazon.co.jp/dp/B0CSSRD4NT,,low,"¥3,034",PB312,"UGREEN PB312 Mobile Battery, 20,000 mAh, Large Capacity, Simultaneous Charging, 2 USB-A, 1 USBC, PD, 20 W, 22.5 W, Rapid Charging, Pass-Through Function, Low Current Mode, LCD Battery Level Display, Compact, PSE Technology Standards Compliant, Compatible with iPhone 17, Android and iPad Devices, Black",
UGREEN ワイヤレス充電器 3-in-1 Magsafe対応,ワイヤレス充電器,https://www.amazon.co.jp/dp/B0D4DZTKSF,,low,,,,
UGREENモバイルバッテリー マグネット式ワイヤレス充電 Magsafe対応 10000mAh,モバイルバッテリー,https://www.amazon.co.jp/dp/B0DJXN3N3L,,low,"¥4,674",PB763,"UGREEN PB763 (10,000 mAh/Qi2 Certified), 15 W/Magsafe, Ultra Fast Charging, Mobile Battery, Magnetic Type, Wireless Charging, Strong Adsorption, PD 20 W, Rapid Charging, Supports Wireless Charging/Wired Charging, PSE Technology Standard, Compatible with iPhone 17-12 Series, Magnetic Compatible, Black",
UGREENライトニング USB ケーブル,ケーブル,https://www.amazon.co.jp/dp/B07Q97VFNS,,low,"¥1,359",,UGREEN Lightning USB Cable L-Shaped MFi Certified iPhone Charging Cable Sideways Game Use for iPhone 14 13 12 11 iPad AirPods etc. Lightning Compatible iPhone Charging Cord Black 1 Meter (3.3 Feet),
