ASIN,商品名（簡潔）,カテゴリ,価格(JPY),元価格(JPY),星評価,レビュー数,月間販売数,型番,在庫,商品URL,メイン画像,元タイトル
B088H46Q3Y,スマホホルダー,スマホアクセサリー,1784,2099,4.5,5802,200+ bought in past month,,In Stock Click here for details of availability. In Stock,https://www.amazon.co.jp/dp/B088H46Q3Y,https://m.media-amazon.com/images/I/617yqEpnZlL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN Gaming 8K Displayport Cable, 1.4 Standard, VESA Standard, DisplayPort Cable, HDR Compatible, 8K@60HZ/4K@144Hz/2K@240Hz, 32.4Gbps, High Speed DP, Nylon Braided, PC, TV, PS4, PS3 Compatible, 10ft"
B0C3CX549X,急速充電器 30W GaN,充電器,2080,,4.3,12509,,15096,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0C3CX549X,https://m.media-amazon.com/images/I/412qC9krRZL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN Nexode Mini 30W PD Charger, USB-C Rapid Charger, Uses GaNFast II (Galium Nitride), Ultra Compact, Foldable Plug, Compatible with PD/PPS/QC4+/SCP Standards and PSE Technology Standards, Type C Charger, Compatible with iPhone 17-8 Series, Galaxy S24, Google Pixel Series, MacBook Air, iPad Pro, iWatch, etc. CD319, White"
B0CPF28PS5,USB-Cハブ 4-in-1,USBハブ・ドック,1189,1299,4.4,21421,50+ bought in past month,35574,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0CPF28PS5,https://m.media-amazon.com/images/I/61p1cZR0PdL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN USB Hub, USB 3.0, 4 Ports USB A Hub, 5 Gbps High Speed Transfer, Slim Lightweight Hub, 4 in 1 Compatible with MacBook/iMac/Surface Pro, Compatible with Laptops, Mac OS/Windows/Chromebook/Linux"
B0CJ4YGDJH,HDMI ケーブル 2m,ケーブル,3519,4399,4.2,766,50+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0CJ4YGDJH,https://m.media-amazon.com/images/I/71DJMiBi4KL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN DisplayPort to HDMI Cable 8K@60Hz 4K@240Hz Active DP 1.4 to HDMI 2.1 Unidirectional Transmission, HDR, Dolby, HDCP2.3, DSC1.2a, 32.4Gbps Durable Nylon Braided for Monitors, Dell, HP, HDTV, AMD NVIDIA and More 2M"
B0F9YFLVJN,USB Converter Adapter 4-Piece Set High-S,その他,1363,1599,4.7,2785,300+ bought in past month,75990,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0F9YFLVJN,https://m.media-amazon.com/images/I/61zmZNgcRfL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN USB Converter Adapter 4-Piece Set High-Speed 10Gbps USB A to USB C & USB C to USB A Charging/Data Transfer Compatible with MacBook, iPhone, iPad, Galaxy"
B0DPW9P434,2pcs USB 3.0 USB-C to USB-A Converter Ad,その他,842,998,4.7,97,50+ bought in past month,65560,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0DPW9P434,https://m.media-amazon.com/images/I/51BYX5ZC86L._AC_SY300_SX300_QL70_ML2_.jpg,UGREEN 2pcs USB 3.0 USB-C to USB-A Converter Adapter with Anti-lost Strap
B0F3WSXWHW,HDMIスイッチャー,HDMI関連,2000,2500,4.3,865,300+ bought in past month,65877,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0F3WSXWHW,https://m.media-amazon.com/images/I/61kAyVyO1rL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN HDMI Switcher / HDMI Selector, 2 Input 1 Output, 8K@60Hz/4K@240Hz, HDCP 2.3/HDMI 2.1, HDR 10+, CEC, VRR, Manual Switch/Switch 2, Compatible with PS5, PC, Xbox, PS4, Fire TV Stick, Apple TV"
B077Z2LCG8,USB-C ケーブル,ケーブル,1099,,4.4,17179,100+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B077Z2LCG8,https://m.media-amazon.com/images/I/61eeKU6vDqL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN USB Type C Cable, 2-Pack, Fast Charging Nylon Braided Gold-Plated USB A to USB C Quick Charge 3.0 Android Charging Cord, Compatible with Xperia XZ, AQUOS R, Galaxy S9/S8/S8 Plus, Android Type C"
B0DXDTQRXD,USB-C ケーブル 100W,ケーブル,1246,1680,4.5,805,,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0DXDTQRXD,https://m.media-amazon.com/images/I/71QIYZFjMgL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN [100W] USB-C Cable, Minimalist Type, Textured Surface, Nylon Braid, Anti-Disconnect, Compatible with iPhone 17/16/15 Series, iPad, MacBook Pro, Galaxy, Xperia, and Other USB-C Devices, 9.8 ft"
B0BXF9L79R,HDMI ケーブル 2m,ケーブル,1444,1700,4.4,1393,300+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0BXF9L79R,https://m.media-amazon.com/images/I/71hDt-VLz8L._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN Mini HDMI Conversion Cable, HDMI 2.1, 8K @ 60Hz Conversion Adapter, 8K Mini HDMI Cable, 6.6 ft (2 m), Bi-Directional Communication, for TV, Mobile Monitors, Cameras, PC, etc. (HDMI Type A Male to Mini Type C Male)"
B0D53K7HK9,スマホケース,スマホアクセサリー,1798,2399,3.8,4355,400+ bought in past month,35267,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0D53K7HK9,https://m.media-amazon.com/images/I/61ATLiiwnnL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN M.2 SSD External Case M.2 SSD Case 【USB 3.2 Gen 2 10Gbps Transfer Speed】 Dedicated for NVME/PCIe, Large Capacity 8TB, Supports 2230/2242/2260/2280 M key/B+M key NVME SSD, Aluminum, Compatible"
B0DSJ5ZH8F,スマホホルダー,スマホアクセサリー,11298,13999,4.4,1343,200+ bought in past month,65487,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0DSJ5ZH8F,https://m.media-amazon.com/images/I/61mFn-aoMSL._AC_SY300_SX300_QL70_ML2_.jpg,UGREEN Mac Mini M4 Docking Station & Stand | NVMe SSD Expansion Slot | Supports USB-A x 3 (10Gbps) USB-C Data Port and SD Card Reader | For Mac mini M4 / M4 Pro
B09SSX4Y3K,ケーブル,ケーブル,2680,,4.3,15038,,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B09SSX4Y3K,https://m.media-amazon.com/images/I/61zzaB7skAL._AC_SY300_SX300_QL70_ML2_.jpg,UGREEN 3.5mm Audio Cable Male to Male High-Durability Nylon Aux Cable 3.5mm Stereo Mini Plug Headphone Cable Nylon Braided Male to Male Audio Cable High-Durability Compatible with Headphones/Speakers
B0FPLCMCRW,スマホケース,スマホアクセサリー,3299,4399,4.2,86,200+ bought in past month,CM198,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0FPLCMCRW,https://m.media-amazon.com/images/I/51g-HVV88hL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN HDD Case for 2.5/3.5 Inch HDD SSD Stand, SATA to USB 3.0 Hard Disk Case, External Docking Station, Clone Function, Supports Up to 32 TB, UASP, Equipped with TRIM Function, 12V Power Adapter Included, No Tools Required, Compatible with Windows/Mac/Router/PS3/PS4/XBOX"
B0FYFJHYJ2,イヤホン Bluetooth,イヤホン・ヘッドホン,3199,3999,4,218,400+ bought in past month,65708,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0FYFJHYJ2,https://m.media-amazon.com/images/I/61Wb+6fSQzL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN USB-C Bluetooth Adapter for PS5, Gaming Consoles, PCs, Bluetooth 6.0 Transmitter (Compatible with LE Audio, aptX Adaptive/HD/aptX/SBC) with Dual Pairing & ""One Pair"" Broadcast Function for Wireless Headphones and Speakers, TELEC Certified"
B0CMHTFHSM,スマホホルダー,スマホアクセサリー,2526,3159,4.2,813,200+ bought in past month,35090,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0CMHTFHSM,https://m.media-amazon.com/images/I/61c7Q-gIf5L._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN Tablet Stand, iPad 360° Rotating Base, Foldable, Adjustable Height, Angle, Aluminum, Portable Stand, Tabletop, Portrait and Landscape, Compatible with 4.7-13 Inch iPad Pro, Air, Mini and More"
B0CLV3D3H6,スマホケース,スマホアクセサリー,9737,13980,4,1530,,15976-40GB,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0CLV3D3H6,https://m.media-amazon.com/images/I/71pD7mC-uuL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN M.2 SSD External Case, USB4 40Gbps, M.2 SSD Case, NVME/Pcie Case, Thunderbolt 3/4 PCIe 4.0x4 Compatible, Aluminum, M.2 Hard Disk Case, Supports NVME SSDs, Includes 2 Cables"
B0DMF8G398,LAN ケーブル CAT8,LANケーブル,1274,1699,4.7,904,100+ bought in past month,65146,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0DMF8G398,https://m.media-amazon.com/images/I/617Ys3fp5mL._AC_SY300_SX300_QL70_ML2_.jpg,UGREEN LAN Cable Extension Connector 10Gbps for Cat8/Cat7/Cat6/Cat6A/Cat5E Cable LAN Extension Repeater Connector PoE Support 100M Long Distance RJ45 Ethernet Connector Gigabit 2-Pack
B0BZC532C2,急速充電器,充電器,2889,3799,4,2165,300+ bought in past month,15910,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0BZC532C2,https://m.media-amazon.com/images/I/510Vh1WIBBL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN iPad Pencil, Apple Pencil, Magnetic Adsorption, Wireless Fast Charging, Apple Pencil 2nd Generation Compatible Stylus Pen, Ultra Sensitive, Ultra Fine, 0 Delay, Tilt Sensor, Anti-Malfunction"
B0BNC26BXT,USB-Cハブ,USBハブ・ドック,1519,1809,4.5,833,50+ bought in past month,15394,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0BNC26BXT,https://m.media-amazon.com/images/I/61nZL44XxKL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN USB-C Hub, 4 Ports, Type-C Hub, USB 3.0 Expansion, 23.6 inches (60 cm) Cable, Supports Self-Power and Bus Power, 5 Gbps High Speed Data Transfer, LED Light, Power Supply Port, USB Memory"
B088D6F16G,ケーブル,ケーブル,719,1320,4.3,1319,,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B088D6F16G,https://m.media-amazon.com/images/I/61zzaB7skAL._AC_SY300_SX300_QL70_ML2_.jpg,UGREEN 3.5mm Audio Cable Male to Male High-Durability Nylon aux Cable 3.5mm Stereo Mini Plug Headphone Cable Nylon Braided Male to Male Audio Cable High Durability Compatible with Headphones/Speakers
B08DNR22Q7,スマホケース,スマホアクセサリー,2319,,4.4,3701,,ACBUGN10902,In Stock Click here for details of availability. Only 1 left in stock - order soon. Click here for details of availability.,https://www.amazon.co.jp/dp/B08DNR22Q7,https://m.media-amazon.com/images/I/61cmGQrfA7S._AC_SY300_SX300_QL70_ML2_.jpg,UGREEN M.2 SSD Case PCIe NVMe M.2 SSD External Enclosure USB 3.1 Gen 2 Thunderbolt 3 Compatible UASP 10Gbps Transfer Speed Aluminum Made Tool-Free Easy Installation 2230 / 2242 / 2260 / 2280mm M Key/B
B09736KRMD,スマホケース,スマホアクセサリー,2477,3099,4.1,922,300+ bought in past month,70310,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B09736KRMD,https://m.media-amazon.com/images/I/611RhRlgWZL._AC_SY300_SX300_QL70_ML2_.jpg,UGREEN HDD Case 3.5 Inch HDD Hard Disk Case USB 3.0 Connection 2.5/3.5 Inch SATA 3.0 Compatible SSD Case UASP Compatible 5Gbps High-Speed Transfer Rate Supports Up to 20TB Capacity Includes Power
B0G64RT15Y,スマートトラッカー FineTrack,トラッカー,1799,2590,4.8,32,100+ bought in past month,FT309,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0G64RT15Y,https://m.media-amazon.com/images/I/51PmgMaBlpL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN FineTrack 2 Smart Finder (iOS Only), Soccer Ball Shape, Smart Tracker Compatible with Apple ""Search"" 7 Year Battery Life, Anti-Lost Tag, Luggage, Keys, Bags, Etc., Apple ""Find"" Certified"
B0D9GM3NLV,スマホケース,スマホアクセサリー,2248,2999,4,1098,100+ bought in past month,15813,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0D9GM3NLV,https://m.media-amazon.com/images/I/61zZv9bguSL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN M.2 SSD External Case, SSD Case, USB 3.2 Gen 2, 10 Gbps Transfer Speed, NVME/SATA Compatible, Silicone Case, 8 TB Large Capacity, 2230/2242/2260/2280 M, Key/B+M Keys, SSD, Aluminum, ssd m.2 Case, Mac OS/Android/Windows, etc"
B096RRKWN9,USB-C ケーブル 100W 0.5m,ケーブル,1444,1699,4.2,4447,50+ bought in past month,,Only 14 left in stock - order soon. Click here for details of availability.,https://www.amazon.co.jp/dp/B096RRKWN9,https://m.media-amazon.com/images/I/71VjNKN6nmL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN L-Shaped USB C Cable [PD 100W/5A Fast Charging 0.5M] Nylon Braided USB-C Type C Cable Compatible with iPhone 17/16/15 Series, MacBook/Matebook/iPad/Chromebook/Pixel/Galaxy, etc. [Not Compatible"
B07DVYH34G,スマホホルダー,スマホアクセサリー,1383,1699,4.2,18026,200+ bought in past month,50748JP,In Stock Click here for details of availability. In Stock,https://www.amazon.co.jp/dp/B07DVYH34G,https://m.media-amazon.com/images/I/51aT33PyS6L._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN iPad Stand Tablet and Smartphone Compatible Adjustable Angle iPad Stand Stable ABS Material Non-slip Rubber Compatible with 4-12 inch iPads, Galaxy Tab, Note 6/5, LG, Sony, Nexus, Fire HD"
B0DGXGRHV8,スマホホルダー,スマホアクセサリー,1928,2599,4.3,1452,50+ bought in past month,45860,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0DGXGRHV8,https://m.media-amazon.com/images/I/71uX2aAUFaL._AC_SY300_SX300_QL70_ML2_.jpg,UGREEN iPad Stand - Tablet Desk Holder 360° Rotating Foldable Height and Angle Adjustable Portable Mount Aluminum Vertical iPad Stand Compatible with iPad 10/10.9/Pro 13 2024 12.9/Air 11/Mini 7
B07C7PRCGY,ルーター,ネットワーク機器,559,699,4.3,7268,100+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B07C7PRCGY,https://m.media-amazon.com/images/I/61lKVQl0aoL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN LAN Cable, Category 7, 1M RJ45 Connector, Gigabit 10Gbps/600MHz CAT7 Compliant, Ethernet Cable, STP, Claw Break Prevention, Shielded, Compatible with Modem, Router, PS5, PS4, Xbox, etc"
B0FRR5H6HW,USB-C ケーブル 240W 2m,ケーブル,1169,1680,4.8,165,200+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0FRR5H6HW,https://m.media-amazon.com/images/I/71uzs3YKTKL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN USB C Cable, Right Angle 240W PD Fast Charging Right Angle Type C Charging Cord USB Type CtoC for MacBook and Laptops with E-Marker Chip, Compatible with Most Type-C Types Including MacBook Pro Air/iPad, iPhone 17/16/15 Series, 2M"
B0BW2XN9LD,スマホホルダー,スマホアクセサリー,1818,2299,4.5,1233,400+ bought in past month,15608,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0BW2XN9LD,https://m.media-amazon.com/images/I/61SS1qpFiLL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN Smartphone Stand, Tabletop Aluminum Alloy, 2 Joints, Stepless Angle Adjustment, Foldable, Compatible with 4.7 - 7.9 Inch iPhone and Android Smartphones, 2023 Model, Metallic Gray"
B08RB17ZY1,ケーブル,ケーブル,799,999,4.1,10025,400+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B08RB17ZY1,https://m.media-amazon.com/images/I/61LSHY4gVwL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN 3.5mm Audio Cable, 4-Pole, Mini Plug, TRRS Headphone Cable, AUX Male to Male Stereo Mini Plug, High Durability Nylon Braid, Hi-Fi Sound Quality, 24K Gold Plated Plug, Omnidirectional"
B0DT9DY312,HDMI ケーブル,ケーブル,2885,3699,4.4,716,100+ bought in past month,15389,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0DT9DY312,https://m.media-amazon.com/images/I/61eXCONgkUL._AC_SX300_SY300_QL70_ML2_.jpg,"UGREEN 2K@30Hz HDMI Capture Board, 4K Input, Video Capture, 2 in 1, USB 3.0, Type C, Small and Lightweight, Game Live Delivery, Video Recording, Live Conference, Switch 2, Xbox PS4, PS5, OBS, Studio, Mac, Windows Linux, etc"
B0FG7DVV62,Condenser Microphone,その他,3249,4999,3.9,364,500+ bought in past month,65629,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0FG7DVV62,https://m.media-amazon.com/images/I/61HELDnjyGL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN Condenser Microphone, Gaming Microphone, PC / Desktop Microphone, RGB Lighting, Unidirectional, Noise Reduction, One-Touch Mute, 7 RGB Lighting Modes, For YouTube, Live Communication/Game"
B0GZ5L9Q7F,ケーブル 1m,ケーブル,1758,2198,,,,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0GZ5L9Q7F,https://m.media-amazon.com/images/I/71ZsutgwysL._AC_SX300_SY300_QL70_ML2_.jpg,UGREEN RCA ケーブル 1M オーディオケーブル ステレオ 音声ケーブル 2RCA to 2RCA（赤/白）変換 HiFi音質 24K金メッキコネクタ (× 2)
B0C4KWKZCF,ルーター,ネットワーク機器,7878,,4.7,149,,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0C4KWKZCF,https://m.media-amazon.com/images/I/71R0Nvms+fL._AC_SY300_SX300_QL70_ML2_.jpg,UGREEN イーサネットケーブル 25フィート Cat 8 イーサネットケーブル 40Gbps 2000Mhz 高速 シールド 高耐久 フラットインターネットケーブル ゲーミングPC PS4/5/6 Xboxモデムルーターに対応 ケーブルクリップ20個付属
B0G92M3TC7,SDカードリーダー Type-C,SDカードリーダー,4124,,4.4,14,,CM498A,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0G92M3TC7,https://m.media-amazon.com/images/I/71TGeiYFeoL._AC_SY300_SX300_QL70_ML2_.jpg,UGREEN 9in1 USB-C ドッキングステーション デュアル4K@60Hz HDMI対応 USB-Cハブ 5Gbps高速データ転送 100W PD給電 SD/TFカードリーダー 170MB/s 40cmケーブル ノートPC対応 HP/ThinkPad/Dell向け
B0GD6SF5HS,HDMI ケーブル 2m,ケーブル,1999,,,,,,Usually ships within 1 to 2 months Click here for details of availability.,https://www.amazon.co.jp/dp/B0GD6SF5HS,https://m.media-amazon.com/images/I/71BtVyC3zdL._AC_SY300_SX300_QL70_ML2_.jpg,UGREEN HDMI 8K ケーブル 2M
B0CH7T76RX,マウス,マウス,5219,5799,4.3,682,50+ bought in past month,25164,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0CH7T76RX,https://m.media-amazon.com/images/I/61DpOzxGxiL._AC_SX300_SY300_QL70_ML2_.jpg,UGREEN 10Gbps USB-C Switcher USB3.2 Share USB-C & A Devices on 2 PCs for Mac 4-Port USB-C 3.2 Switcher Switch Keyboard/Mouse/Webcam/USB Mic/Printer for 2 USB C Laptops Includes 2 USB-C Cables & Remote
B0CGHP27ML,Thunderbolt 4 ドック,USBハブ・ドック,1104,1299,4.3,2279,300+ bought in past month,'35001',In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0CGHP27ML,https://m.media-amazon.com/images/I/61uABugfkrL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN USB C A Adapter, Type C to USB Converter, 2-Pack, USB-C to USB-A Conversion Connector, Fast Charging and Fast Transfer Syncing, Anti-Loss, Compatible with Thunderbolt 4/3, iPhone 15 Pro"
B0C9G1KX6X,キーボード ワイヤレス,キーボード,3674,4899,3.8,325,100+ bought in past month,25441,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0C9G1KX6X,https://m.media-amazon.com/images/I/61-SgJ1mlqL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN Wireless Keyboard, Bluetooth & 2.4G, USB-C Rechargeable, Wireless, Thin, Japanese Layout, JIS Keyboard"
B0F6CT2RM6,NAS,ネットワーク機器,50890,59880,4.3,75,50+ bought in past month,DH4300 Plus,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0F6CT2RM6,https://m.media-amazon.com/images/I/617BtCatuBL._AC_SY300_SX300_QL70_ML2_.jpg,UGREEN NAS DH4300 Plus 4-Bay Desktop NAS 8GB LPDDR4X Memory (Non-Expandable) 2.5GbE Auto Backup NFC One-Touch Connection AI Album for Home/Office Network Storage 2-Year Warranty (No Hard Drive
B06XWSDGP6,スマホケース,スマホアクセサリー,934,1099,4.3,4754,300+ bought in past month,30847,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B06XWSDGP6,https://m.media-amazon.com/images/I/61agLPSIF+L._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN 2.5-Inch HDD Case, HDD/SSD Case, USB 3.0 Connection Standard, USB A SATA 3.0 2.5 Type External Case, UASP Compatible, 5 Gbps High Speed Transfer Speeds, 6 TB Capacity, 0.3 inch (9.5 mm) / SSD Compatible, Hard Disk Case, No Tools Required, Compatible with Mac OS/Windows/Linux, etc., [Integrated Cable]"
B00MYT47EA,有線LAN アダプター USB2.0用 RJ45 イーサネット アダプタ 10/,その他,6334,,4.2,2951,,20253,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B00MYT47EA,https://m.media-amazon.com/images/I/512y0qe2qML._AC_SY300_SX300_QL70_ML2_.jpg,UGREEN 有線LAN アダプター USB2.0用 RJ45 イーサネット アダプタ 10/100/Mbps Windows/Mac OS X/Linux/Chrome OS/Wii/Wii U等に対応 MacBook Air/Chromebook/Ultrabook/Surface等に最適 ホワイト
B0779V61XB,SDカードリーダー,SDカードリーダー,920,1150,4.2,14384,100+ bought in past month,40752,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0779V61XB,https://m.media-amazon.com/images/I/61u1Bl8-p8L._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN SD Card Reader, USB 3.0, Micro SD Reader, Ultra Small, Simultaneous Reading, High Speed Transfer, Compatible with MacOS, Windows, Computers, SD MicroSD, SDXC, SDHC and More (Black)"
B08VDF8PZB,スマホホルダー,スマホアクセサリー,2024,2599,4.4,9150,100+ bought in past month,40393,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B08VDF8PZB,https://m.media-amazon.com/images/I/61pzFjdVEUL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN Tablet Stand, Aluminum iPad Stand, Adjustable Angle, Foldable, for Illustration, iPad Pro, Galaxy Tab Note 6/5, LG, Sony, Nexus, Fire HD, Kindle, and More - Compatible with 4-12.9 inch (Space"
B07Y9BLTBP,スマホケース,スマホアクセサリー,1839,2099,4.2,338,100+ bought in past month,70499,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B07Y9BLTBP,https://m.media-amazon.com/images/I/51SGTsHeeBL._AC_SY300_SX300_QL70_ML2_.jpg,UGREEN 2.5 Inch HDD Case [USB C 3.1 Gen 2 Connection Standard] HDD/SSD Case SATA 3.0 UASP Compatible 6Gbps High-Speed Transfer Rate External Case Up to 6TB Capacity 9.5mm/7mm Thickness HDD Compatible
B0CJXZJGVC,マウス ワイヤレス,マウス,1959,2299,3.9,1161,100+ bought in past month,35059,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0CJXZJGVC,https://m.media-amazon.com/images/I/51JjbIjAbpL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN Long Range Bluetooth 5.4 Adapter for PC, Long Transmission Distance, USB Bluetooth Adapter(BR+EDR+BLE), Wireless Transfer for Bluetooth Mouse/Keyboard/Headphone/Speaker, Desktop / Laptop Win11/10/8.1 Support [TELEC Certified]"
B07Y825VFH,HDMI ケーブル 2m,ケーブル,7228,,4.4,5764,,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B07Y825VFH,https://m.media-amazon.com/images/I/71y3XIin7TL._AC_SY300_SX300_QL70_ML2_.jpg,UGREEN 10K 8K HDMI 2.1 Ultra High Speed HDMI Cable Certified Ultra High Speed 48Gbps Ultra High Speed 8K/60Hz UHD Dynamic HDR HDCP eARC 3D Ethernet Switch PS5 PS4 Xbox TV PC Monitor 2m
B0G5L73H17,スマホホルダー,スマホアクセサリー,5936,8480,4.7,19,100+ bought in past month,35048JP,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0G5L73H17,https://m.media-amazon.com/images/I/61AHIcLWj-L._AC_SY300_SX300_QL70_ML2_.jpg,UGREEN Switching Hub 2.5Gbps Metal Enclosure 6 Ports (5x2.5G RJ45 and 1x10G SFP+) Giga Support 10/100/1000/2500Mbps Gigabit LAN Cable Hub Splitter Wall Mount Plug & Play High Speed Power Saving
B07ZKFQ676,USB C Adapter OTG Type C Thunderbolt USB,その他,842,990,4.2,1277,50+ bought in past month,50281P,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B07ZKFQ676,https://m.media-amazon.com/images/I/61ye3eenFGL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN USB C Adapter OTG Type C Thunderbolt USB 3.0 Type C Converter 5Gbps High Speed Data Transfer with Strap for MacBook, iPad Pro, Xperia XZ and More USB-C Devices (2 Pack)"
B0DXF66SWR,マウス,マウス,7360,9200,4.2,697,200+ bought in past month,AK500,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B0DXF66SWR,https://m.media-amazon.com/images/I/71WmC0HTLgL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN HDMI KVM Switch 4K@60Hz 2 Monitors 2 Computers, 2 Input 2 Output Switch, 4 USB 3.0 Ports for Sharing 2 Monitors/Keyboard/Mouse/Printer between 2 Computers, Includes 4 HDMI Cables, 2 USB Cables"
B07G6W45VW,USB-C ケーブル 2m,ケーブル,1042,1390,4.3,4551,400+ bought in past month,,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B07G6W45VW,https://m.media-amazon.com/images/I/61hXFKt7qTL._AC_SY300_SX300_QL70_ML2_.jpg,"UGREEN USB Type-C Cable, USB-A to USB-C Cable, L-Shaped, Nylon Braided, 3A Fast Charging, Quick Charge 3.0/2.0 Compatible, 56K Resistor Installed, Compatible with iPhone 15, etc., 6.6 ft (2 m)"
B088D3YNHR,スマホホルダー,スマホアクセサリー,1588,1869,3.4,7948,50+ bought in past month,80712,In Stock Click here for details of availability.,https://www.amazon.co.jp/dp/B088D3YNHR,https://m.media-amazon.com/images/I/61JE7L2deGL._AC_SY300_SX300_QL70_ML2_.jpg,UGREEN Car Mount 【Air Vent Type】 Magnetic Ultra Strong Magnet 360° Adjustable Smartphone Holder One-Handed Operation Easy Installation Compatible with 4.5-7.2 inch Multiple Models
